ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=('%AFE Z!-IEU')/521-('=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%IBC F!-IEU,%IBC G!-IEU,%IBC H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%IBC J!-IEU,%IBC K!-IEU,%IBC M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%IBC N!-IEU,%IBC Q!-IEU,%IBC U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%IBC V!-IEU,%IBC X!-IEU,%IBC Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%ISO F!-IEU,%ISO G!-IEU,%ISO H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%ISO J!-IEU,%ISO K!-IEU,%ISO M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%ISO N!-IEU,%ISO Q!-IEU,%ISO U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%ISO V!-IEU,%ISO X!-IEU,%ISO Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NBI F!-IEU,%NBI G!-IEU,%NBI H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NBI J!-IEU,%NBI K!-IEU,%NBI M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NBI N!-IEU,%NBI Q!-IEU,%NBI U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NBI V!-IEU,%NBI X!-IEU,%NBI Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NGE F!-IEU,%NGE G!-IEU,%NGE H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NGE J!-IEU,%NGE K!-IEU,%NGE M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NGE N!-IEU,%NGE Q!-IEU,%NGE U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NGE V!-IEU,%NGE X!-IEU,%NGE Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRC F!-IEU,%PRC G!-IEU,%PRC H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRC J!-IEU,%PRC K!-IEU,%PRC M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRC N!-IEU,%PRC Q!-IEU,%PRC U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRC V!-IEU,%PRC X!-IEU,%PRC Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRL F!-IEU,%PRL G!-IEU,%PRL H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRL J!-IEU,%PRL K!-IEU,%PRL M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRL N!-IEU') + ('%PRL Q!-IEU') + ('%PRL U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRL N!-IEU') + ('%PRL Q!-IEU') + ('%PRL U!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRL N!-IEU,%PRL Q!-IEU,%PRL U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRL V!-IEU,%PRL X!-IEU,%PRL Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRN F!-IEU,%PRN G!-IEU,%PRN H!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRN J!-IEU,%PRN K!-IEU,%PRN M!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRN N!-IEU,%PRN Q!-IEU,%PRN U!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRN V!-IEU,%PRN X!-IEU,%PRN Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%XRB F!,%XRB G!,%XRB H!",spread
=('%AFE Z!-IEU')/521-('=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%XRB J!,%XRB K!,%XRB M!",spread
=('%AFE Z!-IEU')/521-('=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%XRB N!,%XRB Q!,%XRB U!",spread
=('%AFE Z!-IEU')/521-('=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3'),AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%XRB V!,%XRB X!,%XRB Z!",spread
=('%AFE Z!-IEU')/521-('=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,1Q,"F,G,H","JAN,FEB,MAR","%AFE F!-IEU,%AFE G!-IEU,%AFE H!-IEU",spread
=('%AFE Z!-IEU')/521-('=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,2Q,"J,K,M","APR,MAY,JUN","%AFE J!-IEU,%AFE K!-IEU,%AFE M!-IEU",spread
=('%AFE Z!-IEU')/521-('=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,3Q,"N,Q,U","JUL,AUG,SEP","%AFE N!-IEU,%AFE Q!-IEU,%AFE U!-IEU",spread
=('%AFE Z!-IEU')/521-('=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521')/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,4Q,"V,X,Z","OCT,NOV,DEC","%AFE V!-IEU,%AFE X!-IEU,%AFE Z!-IEU",spread
=('%AFE Z!-IEU')/521-('=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,1Q,"F,G,H","JAN,FEB,MAR","%CL F!,%CL G!,%CL H!",spread
=('%AFE Z!-IEU')/521-('=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,2Q,"J,K,M","APR,MAY,JUN","%CL J!,%CL K!,%CL M!",spread
=('%AFE Z!-IEU')/521-('=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,3Q,"N,Q,U","JUL,AUG,SEP","%CL N!,%CL Q!,%CL U!",spread
=('%AFE Z!-IEU')/521-('=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42')/42,AFE,PROPANE,FAR EAST,C3,$/mt,/521,N,n/a,Z,DEC,n/a,%AFE Z!-IEU,=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,4Q,"V,X,Z","OCT,NOV,DEC","%CL V!,%CL X!,%CL Z!",spread
=('%CL F!')/42-('%CL G!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL G!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%CL H!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL H!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%CL J!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL J!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%CL K!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL K!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%CL M!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL M!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%CL N!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL N!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%CL Q!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL Q!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%CL U!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL U!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%CL V!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL V!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%CL X!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL X!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%CL Z!')/42,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%CL Z!,CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%HO F!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO F!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%HO G!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO G!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%HO H!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO H!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%HO J!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO J!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%HO K!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO K!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%HO M!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO M!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%HO N!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO N!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%HO Q!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO Q!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%HO U!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO U!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%HO V!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO V!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%HO X!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO X!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%HO Z!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%HO Z!,HO ,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%IBC F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC F!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%IBC G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC G!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
