ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=('%PRL N!-IEU')-('=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%XRB N!,%XRB Q!,%XRB U!",spread
=('%PRL N!-IEU')-('=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%XRB V!,%XRB X!,%XRB Z!",spread
=('%PRL N!-IEU')-('=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521')/521,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,1Q,"F,G,H","JAN,FEB,MAR","%AFE F!-IEU,%AFE G!-IEU,%AFE H!-IEU",spread
=('%PRL N!-IEU')-('=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521')/521,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,2Q,"J,K,M","APR,MAY,JUN","%AFE J!-IEU,%AFE K!-IEU,%AFE M!-IEU",spread
=('%PRL N!-IEU')-('=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521')/521,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,3Q,"N,Q,U","JUL,AUG,SEP","%AFE N!-IEU,%AFE Q!-IEU,%AFE U!-IEU",spread
=('%PRL N!-IEU')-('=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521')/521,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,4Q,"V,X,Z","OCT,NOV,DEC","%AFE V!-IEU,%AFE X!-IEU,%AFE Z!-IEU",spread
=('%PRL N!-IEU')-('=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42')/42,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,1Q,"F,G,H","JAN,FEB,MAR","%CL F!,%CL G!,%CL H!",spread
=('%PRL N!-IEU')-('=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42')/42,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,2Q,"J,K,M","APR,MAY,JUN","%CL J!,%CL K!,%CL M!",spread
=('%PRL N!-IEU')-('=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42')/42,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%CL N!') + ('%CL Q!') + ('%CL U!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,3Q,"N,Q,U","JUL,AUG,SEP","%CL N!,%CL Q!,%CL U!",spread
=('%PRL N!-IEU')-('=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42')/42,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,%PRL N!-IEU,=((('%CL V!') + ('%CL X!') + ('%CL Z!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,4Q,"V,X,Z","OCT,NOV,DEC","%CL V!,%CL X!,%CL Z!",spread
=('%PRL Q!-IEU')-('%PRL U!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRL U!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%PRL Q!-IEU')-('%PRL V!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRL V!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%PRL Q!-IEU')-('%PRL X!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRL X!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%PRL Q!-IEU')-('%PRL Z!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRL Z!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%PRL Q!-IEU')-('%PRN F!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN F!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%PRL Q!-IEU')-('%PRN G!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN G!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%PRL Q!-IEU')-('%PRN H!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN H!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%PRL Q!-IEU')-('%PRN J!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN J!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%PRL Q!-IEU')-('%PRN K!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN K!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%PRL Q!-IEU')-('%PRN M!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN M!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%PRL Q!-IEU')-('%PRN N!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN N!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%PRL Q!-IEU')-('%PRN Q!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN Q!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%PRL Q!-IEU')-('%PRN U!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN U!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%PRL Q!-IEU')-('%PRN V!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN V!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%PRL Q!-IEU')-('%PRN X!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN X!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%PRL Q!-IEU')-('%PRN Z!-IEU'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%PRN Z!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%PRL Q!-IEU')-('%XRB F!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB F!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%PRL Q!-IEU')-('%XRB G!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB G!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%PRL Q!-IEU')-('%XRB H!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB H!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%PRL Q!-IEU')-('%XRB J!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB J!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%PRL Q!-IEU')-('%XRB K!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB K!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%PRL Q!-IEU')-('%XRB M!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB M!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%PRL Q!-IEU')-('%XRB N!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB N!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%PRL Q!-IEU')-('%XRB Q!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB Q!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%PRL Q!-IEU')-('%XRB U!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB U!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%PRL Q!-IEU')-('%XRB V!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB V!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%PRL Q!-IEU')-('%XRB X!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB X!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%PRL Q!-IEU')-('%XRB Z!'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,%XRB Z!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%PRL Q!-IEU')-('=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%HO F!,%HO G!,%HO H!",spread
=('%PRL Q!-IEU')-('=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%HO J!,%HO K!,%HO M!",spread
=('%PRL Q!-IEU')-('=(('%HO N!') + ('%HO Q!') + ('%HO U!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%HO N!') + ('%HO Q!') + ('%HO U!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%HO N!,%HO Q!,%HO U!",spread
=('%PRL Q!-IEU')-('=(('%HO V!') + ('%HO X!') + ('%HO Z!'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%HO V!') + ('%HO X!') + ('%HO Z!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%HO V!,%HO X!,%HO Z!",spread
=('%PRL Q!-IEU')-('=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%IBC F!-IEU,%IBC G!-IEU,%IBC H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%IBC J!-IEU,%IBC K!-IEU,%IBC M!-IEU",spread
=('%PRL Q!-IEU')-('=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%IBC N!-IEU,%IBC Q!-IEU,%IBC U!-IEU",spread
=('%PRL Q!-IEU')-('=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%IBC V!-IEU,%IBC X!-IEU,%IBC Z!-IEU",spread
=('%PRL Q!-IEU')-('=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%ISO F!-IEU,%ISO G!-IEU,%ISO H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%ISO J!-IEU,%ISO K!-IEU,%ISO M!-IEU",spread
=('%PRL Q!-IEU')-('=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%ISO N!-IEU,%ISO Q!-IEU,%ISO U!-IEU",spread
=('%PRL Q!-IEU')-('=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%ISO V!-IEU,%ISO X!-IEU,%ISO Z!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NBI F!-IEU,%NBI G!-IEU,%NBI H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NBI J!-IEU,%NBI K!-IEU,%NBI M!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NBI N!-IEU,%NBI Q!-IEU,%NBI U!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NBI V!-IEU,%NBI X!-IEU,%NBI Z!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NGE F!-IEU,%NGE G!-IEU,%NGE H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NGE J!-IEU,%NGE K!-IEU,%NGE M!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NGE N!-IEU,%NGE Q!-IEU,%NGE U!-IEU",spread
=('%PRL Q!-IEU')-('=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NGE V!-IEU,%NGE X!-IEU,%NGE Z!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRC F!-IEU,%PRC G!-IEU,%PRC H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRC J!-IEU,%PRC K!-IEU,%PRC M!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRC N!-IEU,%PRC Q!-IEU,%PRC U!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRC V!-IEU,%PRC X!-IEU,%PRC Z!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRL F!-IEU,%PRL G!-IEU,%PRL H!-IEU",spread
=('%PRL Q!-IEU')-('=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3'),PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,%PRL Q!-IEU,=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRL J!-IEU,%PRL K!-IEU,%PRL M!-IEU",spread
